libsizes,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
300,0.20884577598979284,0,0.25451044523822886,0.16225185536074416,0.08676972855393397,4.1441495100746906e-4,0.134435312646077,0.038703531418335546,bio,pre
400,0.26360518586667514,0,0.3079187171635993,0.21815041274707492,0.10461156158921502,2.040687399595953e-5,0.15207248347905966,0.05666930938350925,bio,pre
500,0.31331005870363743,0,0.356156563447301,0.2691488351563312,0.12352023986944313,4.7548080805981385e-7,0.17073132856411413,0.07574329281002308,bio,pre
600,0.35841449923025076,0,0.3997330069648564,0.3156424293217876,0.14333243127925482,4.870238656806691e-9,0.1902454904793126,0.09576626937997272,bio,pre
700,0.3990250183220494,0,0.4388086397377546,0.3576801403469012,0.16684507351241717,8.845368881793547e-12,0.2133564345046234,0.11957912106827763,bio,pre
800,0.4359242554828501,0,0.474183270714043,0.3960219911567197,0.19089227236661946,5.10702591327572e-15,0.23693908187454496,0.14398973554465685,bio,pre
900,0.4715043652402229,0,0.5081766960810785,0.4331253834085379,0.2128755360907386,0,0.2584502929396306,0.16635527694300004,bio,pre
1000,0.5072914705959634,0,0.5422530135961199,0.47057630421965785,0.23456247808624908,0,0.2796273504334048,0.18846634531154038,bio,pre
1100,0.5404286486035287,0,0.5737038614382094,0.5053724541585021,0.25487421762953016,0,0.2994218513435506,0.2092177851663241,bio,pre
1200,0.5712981201946434,0,0.602914387778193,0.5378902651986214,0.2740084766121135,0,0.3180338447099811,0.22880394203647228,bio,pre
1300,0.6018965828660792,0,0.6317850567701586,0.5702210051628992,0.29215267111944293,0,0.3356515075312514,0.24741052041577583,bio,pre
1400,0.6337089490776343,0,0.6617134165219578,0.603938736173392,0.3098425086901078,0,0.35279875100766045,0.2655829895130954,bio,pre
1500,0.6649225747655003,0,0.6909920091451496,0.637125757796483,0.3244830297782949,0,0.3669684217486677,0.280646771311861,bio,pre
